book,chapter,verse,text
2 Maccabees,2,16,And by the end they had filled the camp with fear and disorder and withdrew with good success.
2 Maccabees,2,17,This was done at daybreak because the protection of HWHY helped him.
2 Maccabees,2,18,"Now when the sovereign had a taste of the courage of the Yahuḏim, he attempted to take the towers using strategy,"
2 Maccabees,2,19,"and marched toward Bĕyth Tsur, which was a stronghold of the Yahuḏim; but he failed, was put to flight and lost his men,"
2 Maccabees,2,20,for Yahuḏah had dispatched to those that were in it that which was necessary.
2 Maccabees,2,21,"But Rhodokos, who was in the Yahuḏim’s army, disclosed secrets to the enemies; therefore he was sought out, and when they had taken him, they put him in prison."
2 Maccabees,2,22,"The sovereign made a treaty with those in Bĕyth Tsur a second time, gave his pledge, took theirs, departed, fought with Yahuḏah, was overcome;"
2 Maccabees,2,23,"heard that Philippos, who was left over the affairs in Antioḵeia was hard pressed, being confounded made a treaty with the Yahuḏim, submitted himself and swore to all equal conditions, agreed with them and brought an offering, honoured the Hĕyḵal and dealt kindly with the place. MAQQAḆIM 2 1556"
2 Maccabees,2,24,"And accepting good from Maqqaḇah, made him principal governor from Ptolemais to the Gerarians,"
2 Maccabees,2,25,"and went to Ptolemais. The people there were grieved because of the covenants, and they raged for they wanted to annul their covenants."
2 Maccabees,2,26,"Lusias went up to the judgment seat, said as much as he could in defence of the cause, persuaded, pacified, appeased them and returned to Antioḵeia. So it was regarding the sovereign’s coming and going."
2 Maccabees,2,14,"After three years Yahuḏah was informed that Dĕmĕtrios the son of Seleukus, having entered by the harbour of Tripolis with a fleet of great strength, 2 had taken the country and killed Antioḵos, and Lusias his guardian. 3 Now a certain Elyaqim, who had been kohĕn ha’gadol, and had deliberately defiled himself in the times of their mixing with the gentiles, seeing he could not save himself by any means, nor have any more access to the qodesh altar, 4 came to Sovereign Dĕmĕtrios in the hundred and fifty-first year, presenting a crown of gold to him and a palm, and also the branches which were used on Festivals in the Hĕyḵal. But that day he remained silent. 5 However having taken opportunity to further his foolish plan, and being called into counsel by Dĕmĕtrios and asked how the Yahuḏim stood affected and what they intended, he answered in this way: 6 “Those of the Yahuḏim that are called Ḥasiḏim, whose captain is Yahuḏah Maqqaḇah, fight continually and are treasonous and will not let the others be at peace. 7 “I therefore, being deprived of the honour of my ancestors, meaning the high kehunnah, have now come here."
2 Maccabees,2,2,"MACCABEES 1557 8 “First indeed for the sincere concern I have of matters pertaining to the sovereign, and secondly, even after that, I intend for the good of my own countrymen; for all our nation is in no small grief through the foolishness of those already mentioned. 9 “Therefore O sovereign, seeing you know all these matters, have concern for this country and our nation which is pressed on every side, according to the gentleness that you readily show to all."
2 Maccabees,2,10,"“For as long as Yahuḏah lives, it is not possible for the nation to be at rest.”"
2 Maccabees,2,11,"No sooner was this said of him, when other friends of the sovereign, being wickedly disposed toward Yahuḏah, enraged Dĕmĕtrios further."
2 Maccabees,2,12,"And promptly calling Nikanor, who had been chief over the elephants, and making him governor over Yahuḏah, he sent him out,"
2 Maccabees,2,13,"commanding him to slay Yahuḏah and to scatter those that were with him, and to make Elyaqim kohĕn ha’gadol of the great Hĕyḵal."
2 Maccabees,2,14,"Then the gentiles that had fled out from Yahuḏah out of Yahuḏah, flocked to Nikanor, thinking the harm and destruction of the Yahuḏim to be to their advantage."
2 Maccabees,2,15,"Now when the Yahuḏim heard of Nikanor’s coming, and that the gentiles were against them, they threw dust on their heads and pleaded to He who had established His people forever, and who always helps His portion with manifestation of His presence."
2 Maccabees,2,16,So at the command of the captain they immediately moved from there and approached those at the town of Dessaou.
2 Maccabees,2,17,"Now Shim’on, Yahuḏah’s brother, had joined in battle with Nikanor, but was somewhat confused through the sudden silence of his enemies."
2 Maccabees,2,18,"Nevertheless Nikanor, hearing of the courage of those that were with Yahuḏah, and the courage that MAQQAḆIM 2 1558 they had to fight for their country, did not dare try the matter by the sword."
2 Maccabees,2,19,Therefore he sent Poseidonius and Theodotus and Mattithyahu to make peace.
2 Maccabees,2,20,"So when they had spent a long time taking counsel and the captain had made the multitude aware of this and it appeared that they were all of one mind, they agreed to the covenants,"
2 Maccabees,2,21,"and appointed a day to meet together by themselves. And when the day came, and chairs were placed for either of them,"
2 Maccabees,2,22,"Yahuḏah positioned soldiers at the ready in suitable places, lest some treachery should suddenly be taken by the enemies; so they held peace negotiations."
2 Maccabees,2,23,"Now Nikanor dwelt in Yerushalayim, and did no harm, but sent away the people that came flocking to him."
2 Maccabees,2,24,"And he would not readily allow Yahuḏah out of his sight, for he loved the man from his heart."
2 Maccabees,2,25,"He asked him to also take a wife, and to bring forth children; so he married, was peaceable, and shared in this life."
2 Maccabees,2,26,"But Elyaqim, perceiving the love that was between them, and considering the covenants that were made, came to Dĕmĕtrios and told him that Nikanor was disloyal to the government, in that he had ordained Yahuḏah, a traitor to his reign, to be successor to the sovereign."
2 Maccabees,2,27,"Then the sovereign being enraged and provoked with the accusations of this very wicked man, wrote to Nikanor signifying that he was very displeased with the covenants, and commanded that he send Maqqaḇah prisoner in all haste to Antioḵeia."
2 Maccabees,2,28,"When this came to Nikanor’s hearing, he was very troubled within himself, and was grieved that he should"
2 Maccabees,2,2,"MACCABEES 1559 annul the conditions that were agreed upon, the man having done no wrong."
2 Maccabees,2,29,"But because there was no going against the sovereign, he watched for his time to accomplish this matter strategically."
2 Maccabees,2,30,"However, when Maqqaḇah saw that Nikanor began to harden toward him, and that he dealt with him more roughly than he used to, perceiving that such sour behaviour did not come from goodness, he gathered not a few of his men together, and withdrew himself from Nikanor."
2 Maccabees,2,31,"But the other, knowing that he was obviously hindered by Yahuḏah’s strategy, came into the great and qadosh Hĕyḵal, and commanded the kohenim that were offering their usual slaughterings to deliver the man to him."
2 Maccabees,2,32,"And when they swore that they could not tell where the man whom he sought was,"
2 Maccabees,2,33,"he stretched out his right hand toward the Hĕyḵal, and made this oath: “If you will not deliver me Yahuḏah as a prisoner, I will lay this Hĕyḵal of Elohim even to the ground, and I will break down the altar, and build a splendid temple to Dionusos!”"
2 Maccabees,2,34,"After these words he departed. Then the kohenim lifted up their hands toward the shamayim, and pleaded to Him who was always a defender of their nation, saying,"
2 Maccabees,2,35,"“You, O Aḏon of all, who has need of nothing, was pleased that the Hĕyḵal of Your dwelling should be among us."
2 Maccabees,2,36,"“Now therefore, O qodesh Aḏon of all qodeshah, keep this House which was recently cleansed, undefiled forever, and stop every unrighteous mouth.”"
2 Maccabees,2,37,"Now a certain Razis, one of the elders of Yerushalayim, a lover of his countrymen and a man of very good report, who for his kindness was called a father of the Yahuḏim, was accused before Nikanor. MAQQAḆIM 2 1560"
2 Maccabees,2,38,"For formerly, when they had not mixed themselves with the gentiles, he had been accused of Yahuḏaism, and boldly risked his body and life with all vehemency for the belief of the Yahuḏim."
2 Maccabees,2,39,"So Nikanor, wanting to show the hate that he held for the Yahuḏim, sent over five hundred men of battle to capture him."
2 Maccabees,2,40,For he thought to do the Yahuḏim much harm by taking him.
2 Maccabees,2,41,"Now when the multitude had almost taken the tower and violently broken through the outer door and called for fire to be brought to burn it, he, being ready to be taken on every side fell upon his sword;"
2 Maccabees,2,42,"choosing to die bravely rather than to fall into the hands of the wicked, to be abused otherwise appropriate to his noble birth."
2 Maccabees,2,43,"But missing his stroke through haste, the multitude also rushing within the doors, he ran boldly up to the wall and threw himself down bravely among the thickest of them."
2 Maccabees,2,44,"But when they quickly retreated, and made a space, he fell down into the midst of the empty space."
2 Maccabees,2,45,"Nevertheless, while there was still breath within him, being inflamed with wrath, he rose up; and though his blood gushed out like spouts of water, and his wounds were severe, he ran through the midst of the crowd. And standing upon a steep rock,"
2 Maccabees,2,46,"when his blood was now almost gone, he gathered out his bowels, and taking them in both his hands, he threw them upon the crowd. And calling upon the Aḏon of Ḥai and Ruaḥ to restore those again; therefore he died."
2 Maccabees,2,15,"But Nikanor, hearing that Yahuḏah and his army were in the strongholds around Shomeron, resolved to attack them without any defence on the Shabbath day."
2 Maccabees,2,2,"MACCABEES 1561 2 Nevertheless the Yahuḏim that were compelled to go with him said, “Do not destroy so cruelly and ruthlessly, but give honour to that day, which He who sees all things has honoured with qodeshah above all other days.” 3 Then that most shameful wretch demanded, if there were a Mighty One in the shamayim, that had commanded the Shabbath day to be guarded! 4 And when they said, “There is in the shamayim a living Aḏon, and Ĕl, who commanded the seventh day to be guarded.” 5 Then the other said, “And I also am mighty upon the earth, and I command to take arms, and to do the sovereign’s work!” But he did not succeed in having his wicked plan done. 6 So with great pride and haughtiness Nikanor determined to put up a public monument of his victory over Yahuḏah and those that were with him. 7 But Maqqaḇah had assured confidence that HWHY would help him, 8 therefore he encouraged his people not to fear the gentiles coming against them, but to remember the help which they had received from the shamayim in former times, and now to expect the deliverance and help, which would come to them from the Almighty. 9 And so encouraging them from the Law and the neḇi’im, and reminding them of the battles that they had won before, he encouraged them further."
2 Maccabees,2,10,"And when he had stirred up their spirits, he gave them their orders, also showing them the falsehood of the gentiles, and the breach of oaths."
2 Maccabees,2,11,"So he armed every one of them, not so much with defence of shields and spears, as with encouragement and good words; and besides that, he told them a dream worthy of belief, as if it had indeed been so, which encouraged them not a little. MAQQAḆIM 2 1562"
2 Maccabees,2,12,"And this was his vision: That Onyah - a virtuous and a good man who had been kohĕn ha’gadol, reverent in conversation, gentle in spirit, also well spoken and taught in all points of righteousness from a young age - holding up his hands, prayed for the whole body of the Yahuḏim."
2 Maccabees,2,13,"Having done this, there also appeared a man with grey hair, and exceedingly splendid, who was a wonder of excellence and majesty."
2 Maccabees,2,14,"Then Onyah answered, saying, “This is a lover of the brothers who prays much for the people and for the qodesh city, that is, Yirmeyahu the naḇi of Elohim.”"
2 Maccabees,2,15,"So Yirmeyahu holding out his right hand gave Yahuḏah a sword of gold, and in giving it said,"
2 Maccabees,2,16,“Take this qodesh sword - a gift from Elohim - with which you shall smite the adversaries.”
2 Maccabees,2,17,"Thus being well encouraged by the words of Yahuḏah which were very good, and able to stir them up with bravery and to encourage the hearts of the young men, they determined not to pitch camp, but to courageously attack them, and to bravely try the matter in battle, because the city and the Miqdash and the Hĕyḵal were in danger."
2 Maccabees,2,18,"For the concern that they had for their wives and their children, their brothers and families, was less for them; but the greatest and main fear was for the qodesh Hĕyḵal."
2 Maccabees,2,19,"Those that were in the city were also not the least concerned, being troubled for the struggle abroad."
2 Maccabees,2,20,"And now, when all looked what was to be the trial, and the enemies had already come near and the army was in battle array and the beasts strategically positioned and the horsemen positioned on the flanks,"
2 Maccabees,2,21,"Maqqaḇah seeing the approach of the multitude and the various preparations of armour and the ferocity of the beasts, stretched out his hands toward the shamayim, and called upon HWHY who works wonders,"
2 Maccabees,2,2,"MACCABEES 1563 knowing that deliverance does not come by weapons, but even as it seems good to Him, He gives to those who are worthy."
2 Maccabees,2,22,"Therefore in his prayer he spoke in this way; “O HWHY, You sent Your messenger in the time of Yeḥizqiyahu sovereign of Yahuḏah and slew five thousand eight hundred in the army of Sanḥĕriḇ."
2 Maccabees,2,23,"“Therefore now also, O Aḏon of the shamayim, send a good messenger before us for a fear and dread upon them."
2 Maccabees,2,24,“And through the might of Your arm let those who come against Your qodesh people to blaspheme be stricken with terror.” And so he ended.
2 Maccabees,2,25,"Then Nikanor and those that were with him came forward with trumpets and songs,"
2 Maccabees,2,26,"but Yahuḏah and his army countered the enemies with supplication and prayer,"
2 Maccabees,2,27,"so fighting with their hands and praying to Elohim with their hearts, they slew no less than thirty-five thousand men; for they were greatly encouraged through the manifestation of Elohim."
2 Maccabees,2,28,"Now when the battle was over, returning again with joy, they knew that Nikanor lay dead in his armour."
2 Maccabees,2,29,"Then they made a great shout and a noise, praising the Almighty in their own language."
2 Maccabees,2,30,"And Yahuḏah, who was ever the chief defender of the people both in body and mind, and who continued his love toward his countrymen all his life, commanded to strike off Nikanor’s head, and his arm at the shoulder, and bring them to Yerushalayim."
2 Maccabees,2,31,"So when he was there and called those of his nation together and appointed the kohenim before the altar, he sent for those that were in the tower,"
2 Maccabees,2,32,"and showed them vile Nikanor’s head, and the arm of that blasphemer, which he had stretched out against the qodesh Hĕyḵal of the Almighty with proud boastings. MAQQAḆIM 2 1564"
2 Maccabees,2,33,"And when he had cut out the tongue of that wicked Nikanor, he commanded that they should give the pieces to the birds, and hang up the reward of his madness opposite the Hĕyḵal."
2 Maccabees,2,34,"So every man praised the esteemed Aḏon toward the shamayim saying, “Baruḵ be He that has kept His own Place undefiled!”"
2 Maccabees,2,35,"He also hung Nikanor’s head upon the tower, a clear and visible sign to all of the help of HWHY."
2 Maccabees,2,36,"And they all appointed with a common decree to by no means let that day pass without honour, but to celebrate the thirtieth day of the twelfth month, which in the Surian tongue is called Aḏar, the day before Mordeḵai’s day."
2 Maccabees,2,37,So it came to be for Nikanor; and from that time on the Iḇrim had the city in their possession. And here I make an end.
2 Maccabees,2,38,"And if I have done well, and as befits the story, it is that which I desired. But if scant and poorly, it is the best I could do."
2 Maccabees,2,39,"For as it is harmful to drink wine or water alone, and as wine mingled with water is pleasant and delights the taste; even so, words finely formed delights the ears of those that read the story. And here shall be the end. BOOK OF JOHN 1565 BOOK OF YOḤANAN ןנחוהי רפס   !!XWhY Rps"
2 Maccabees,3,1,"These are the things written in his book concerning Yoḥanan of the Wilderness, which was brought to these shores by Aristolas and is no longer with us. The father of Yoḥanan was Zeḵaryah, son of Baraḵias; and he was a kohĕn at the Hĕyḵal, married to Elisheḇa from the stock of Aharon. 2 They were both strong in the faith of their Elohim, obeying the Laws revealed to His neḇi’im, but childless and well advanced in years. Elisheḇa had resorted to many shrines, praying for a child, but hitherto her pleas had gone unanswered. 3 In the fifth month of the year, when fire was burnt before Gaḇri’ĕl in the court within the outer walls of the Hĕyḵal enclosure - called the Court of the Nations - Zeḵaryah was a kohĕn at the altar of incense. Then a strange thing happened while he was alone inside, the people being outside praying. A messenger appeared on the right side of the altar, and a voice said, “Have no fear of me, for I come to say your prayers have not gone unheeded and your wife will bear a son. 4 “He will become a great teacher, filled with the power of the Ruaḥ Ha’Qodesh; but you must bring him up in the ways of the Nazirite. He will herald the coming of an Enlightener who will turn men from wrongful ways, making them upright and strong in ruaḥ.” 5 Zeḵaryah listened, too frightened to speak, but thought, “How can this be when we are both weighed down with years?” 6 The messenger said, “He will save many from the effects of ignorance, leading men back to the fold of Elohim, whom he will serve with the ruaḥ and power which was once Ĕliyahu’s. He will turn the hearts of fathers towards the welfare of their children, and those who have fallen away from the teachings of their fathers towards the wisdom of the Torah. He will go BOOK OF YOḤANAN 1566 before the people like a brazier bearer before a caravan, like a naḇi of old, to make ready a people purified and dedicated to The Most High Elohim.” 7 When Elisheḇa knew she was with child, she went to the Hĕyḵal and gave thanks to the Elohim who had caused her to conceive, dedicating the child to Him, according to the custom. Thus it had been with Shemu’ĕl, who was given back to his Father for service in the sanctuary. 8 Now when her time came, the wife of Zeḵaryah gave birth to a son. And there was no midwife to bring him into the world, neither was a birthbell made for him. Though all others wished him to be called after the kindred of his father, Elisheḇa said he should be called after hers, and he was named Yoḥanan. 9 At the time of circumcision, when many people were standing about, Zeḵaryah became filled with the inflowing of the Ruaḥ Ha’Qodesh and, under its influence, spoke as follows:"
2 Maccabees,3,10,"“Baruḵ be the Elohim of our people, who has given them the means of their redemption. He has brought forth a spring of deliverance for us, fulfilling the words spoken by the mouths of His inspired neḇi’im which have been since the beginning, that we should be delivered from the hands of our enemies and saved from those who hate us."
2 Maccabees,3,11,"“The child of my body shall go before the people, proclaiming the Way of HWHY and giving knowledge of deliverance for His people, with the remission of their misdeeds through repentance and reparation. Like the light of the sun on high, he has descended to give light to those who sit in darkness. He will console them in the shadow of death and guide the feet of men into the ways of shalom."
2 Maccabees,3,12,"“As it is written in the books of the Hĕyḵal, ‘Hear the voices crying out of Lĕwi and Yahuḏah, never turning away, for from their loins shall come the chastening rod of the Highest Elohim. He will raise up from Lĕwi a kohĕn above all other kohenim, and from Yahuḏah BOOK OF JOHN 1567 someone greater than a sovereign who will deliver My people.’ ”"
2 Maccabees,3,13,"The people, hearing these and many other things, were amazed and stored them up in their hearts, saying one to the other, “This is no ordinary child, and surely he will grow up to be an unusual man; therefore, let us watch and wait for some interesting developments.”"
2 Maccabees,3,14,"Among those who heard was one with an unbridled tongue who spread the word of these things abroad. And between the ears and mouths of many people, the events became magnified in such a way as to cause concern in high places."
2 Maccabees,3,15,"When Hĕrodĕs who was sovereign heard these things, he deliberated with the Council; for all awaited the coming of the Mashiaḥ anointed by HWHY, but the learned kohenim said this could not be he whom they awaited. For, said they, it was not possible that one with his blood could be either the Mashiaḥ or the Deliverer; such would be an abomination."
2 Maccabees,3,16,"Then Hĕrodĕs said, “That may be, but let us bring the child into our own fold; for if perchance he be the Mashiaḥ, it is well for him to be raised among us. But if it be otherwise, no harm is done. And in days such as these, it is well to be prudent.”"
2 Maccabees,3,17,"Now, word of these intentions was sped out by a maidservant, passing through the ears of slaves to the kindred of Elisheḇa, who hastened to warn her. They said, “This is a day of woe, for men come from Hĕrodĕs to take away your child and offer him up as a sacrifice.”"
2 Maccabees,3,18,"Elisheḇa, in fear for her child, gathered him up, saying to a manservant, “Take all that can be carried and meet us at such a place,” and then she went to Zeḵaryah."
2 Maccabees,3,19,"Elisheḇa found him at his place in the Hĕyḵal and said, “Come, my husband, let us flee quickly with the babe, for here he is in danger. Tarry for nothing; unless we make haste, our little one will be lost to us, he who is the treasure of our life and the hope of our people.” BOOK OF YOḤANAN 1568"
2 Maccabees,3,20,"Zeḵaryah said, “How can I leave my post in the Hĕyḵal to go into a strange land where perchance people will have no knowledge of HWHY?”"
2 Maccabees,3,21,"Then Elisheḇa said, “O my husband, if you will not come, tell me what I must do to save my baby. I cannot waste time here when men come to put him to death.”"
2 Maccabees,3,22,"He answered her, “Flee to the wilderness of Shaḇa where, by the will of HWHY, you will both survive. If they come seeking to find him here, or expect to find him through me, then my blood will be shed instead of his; for it is blood they want.”"
2 Maccabees,3,23,"Then Zeḵaryah took the babe into a place beside the altar and kissed and baruḵ him, saying, “My son, treasure of my latter years, who gladdened my heart and made light the burden of days, now my cup of sorrow overflows. I am to be cut off from the pleasure of holding you; no longer may I feel my heart leap with gladness when I see your face. You are too young for my words to reach your understanding, and it is not my hand which will guide your feet, but go out strong in your dedication to HWHY.”"
2 Maccabees,3,24,"To Elisheḇa he said, “May our Elohim and the Elohim of our fathers protect you.”"
2 Maccabees,3,25,"Elisheḇa said, “Dedicated kohĕn and husband, pray for us both, that we may not be taken, and I shall be given strength to overcome the difficulties of the wilderness.”"
2 Maccabees,3,26,"Zeḵaryah said, “He who gave us a child in our old age will not take it away from you; neither will the child perish. May the protective power of HWHY overshadow your journey.”"
2 Maccabees,3,27,"Now the men sent out by Hĕrodĕs were of his guard, and when they came to Zeḵaryah and asked concerning the child, he did not lie, but said, “His mother has taken him and fled in fear into the wilderness.”"
2 Maccabees,3,28,"They who had come returned to Hĕrodĕs and said, “The child has been taken into the wilderness by its mother. No food or water is there, but many wild BOOK OF JOHN 1569 beasts; and the woman, being old, surely both must perish.”"
2 Maccabees,3,29,"Then those who had the ear of Hĕrodĕs said, “Surely there is something more to all this. Is it likely the woman would have fled friendless? Let us send other men, not of the guard, who will act differently.”"
2 Maccabees,3,30,"Hĕrodĕs, being troubled in his heart, agreed. Three men with knives came to Zeḵaryah before sunrise, saying, “Hĕrodĕs has commanded us, ‘Tell Zeḵaryah his life is in my hand, and I order him to speak truly concerning the whereabouts of his son.’ ”"
2 Maccabees,3,31,"Zeḵaryah answered, “I am a dedicated servant of HWHY and obliged to continually attend His Hĕyḵal; therefore, my son’s whereabouts are not within my knowledge.”"
2 Maccabees,3,32,"They said, “Our knives will open your mouth.”"
2 Maccabees,3,33,"But Zeḵaryah was unafraid and replied, “If my blood be shed, HWHY Himself will bear witness to the deed, and innocent blood never cries out to Him in vain.”"
2 Maccabees,3,34,"When Zeḵaryah saw he spoke in vain and no words would turn their intentions, he took refuge at the sanctuary behind the altar, his hands on the horns. But they stabbed him with knives so he died, for they were strangers in ignorance of the Torah."
2 Maccabees,3,35,"When the morning hour of salutation came and the kohenim went out, it was seen that Zeḵaryah failed to pay the accustomed homage, and they asked among themselves why he tarried. Then one went from them into the sanctuary of Zeḵaryah and saw his body lying bloodied beside the altar."
2 Maccabees,3,36,"A voice was heard saying, “Zeḵaryah is dead and lies in his blood, but the stain shall not be removed until the coming of One who will avenge the deed. Woe to those who shed innocent blood. Woe to those who let it remain unavenged. Woe, for One comes who will destroy the Hĕyḵal rites.”"
2 Maccabees,3,37,"On hearing this, the kohenim ran out, crying, “Zeḵaryah is dead, and an avenging ruaḥ has taken up residence in his place.” But the others went in and saw BOOK OF YOḤANAN 1570 the cloths about the altar were torn and the carved woodwork broken. Report of these things was made to the people, who mourned three days and nights, after which another kohĕn was appointed. The body of Zeḵaryah was shrouded in linen and placed in a tomb beside his father."
2 Maccabees,3,38,"Elisheḇa was alone with the child. She was old and found life difficult to sustain in the wilderness, the manservant having departed with her goods. She discovered a cave where there was a seepage of water and lived there until Yoḥanan was eight years of age. Then she died, and the child did not understand; neither did he know what to do or how to bury her. But the ever-present Elohim intervened in His manner, and some people who lived apart from others were directed to him, and he was raised in their ways. He remained with them until the day he went forth to herald the coming of the Deliverer."
2 Maccabees,3,39,"The people among whom Yoḥanan was raised did not marry, but adopted outcasts and orphans while they were young. They were reverent people in their own way, but did not concern themselves with others. Yoḥanan rebelled against their exclusiveness, desiring to carry tidings concerning the coming Instructor in Goodness to the common people. In those days, there was much confusion among men regarding One Who Would Come, and he was given many names and attributes. Therefore, none really knew what he would be like, and many sought only for enlightenment on this matter."
2 Maccabees,3,2,"When Yoḥanan had grown to manhood, he reappeared in the wilderness of Bethimra, proclaiming, “Change your ways, for you have fallen into error and ignorance. Return to the teachings of the Torah, interpreting them without guile, and turn your eyes towards the new light of the coming day. For One comes who will be the promised Instructor in Goodness, to establish the government of Elohim.” 2 Then the people said among themselves, “Surely BOOK OF JOHN 1571 this is he of whom it is written, ‘The voice of a herald will cry out from the wilderness, “Make a highway for HWHY, let the swift rivers be bridged, the high mountains passed, and the rough places made smooth; for the impassable places will be crossed, and the wilderness made to flourish.” ’ ” 3 Some came to Yoḥanan from the place of his upbringing, who said, “Withdraw from the people, for they are no concern of yours. In good time, preach purification of the ruaḥ and suppression of passion; but meanwhile you are too inexperienced.” 4 Yoḥanan said, “Worthy teachers, you dress in white, proclaiming your purity, yet fear to put this to the test. Is your flesh so weak that it must be kept continually under restraint? Is the imprisoned malefactor good by his own desire, or by his circumstances? Is not the world a place of temptation so each may discover his own strength or weakness? Untested you can know neither and must always remain in a state of doubt.” 5 “The fire hidden in wood gives warmth only when released. It also provides light and is useful. But while hidden away it is of little value. A tree left growing uncut falls and rots, serving no man. So too is it with knowledge and wisdom, for only when utilized can they have any value. Goodness is not assessed only by the things done, for the things left undone are not overlooked.” 6 Yoḥanan appeared strange in the eyes of those who saw him, for he was wild-haired and large, clothed in a garment of hair as were the neḇi’im of old and bound about with a leather girdle, like Ĕliyahu. His food was locusts and bread dipped in wild honey, for he was of the Zofim who watched for the Coming of the Reign. He came to bear witness to the light which should shine in the hearts of all men. But the Yahuḏim would not heed him, for he used cleansing waters, which they did not. This, he said, signified the washing away of the causes of illusion and the impurities of life. He was BOOK OF YOḤANAN 1572 a cleanser of minds and hearts. 7 There were mockers, but they were afraid to come near Yoḥanan. Yet many listened to the message and were cleansed in the River of Ḥai, providing they were wholehearted in a desire to change their ways. Yoḥanan knew some were hypocrites, and he held them long under the water, for he said they required a lot of purifying. Few men argued with Yoḥanan, though it is in the nature of Yahuḏim to argue. 8 This is how Yoḥanan testified when kohenim and learned men were sent to question him, saying, “Who are you?” 9 He said, “I am not the One you anticipate, whose coming is at hand. Is it not written, ‘I will send a forerunner to prepare the way’? I am that herald. Soon the One you seek will hasten to acquire His Reign. He will be like a refining fire, preparing you for participation.”"
2 Maccabees,3,10,"“I am one who verifies the neḇi’im of old who said, ‘Take heed, for the day comes which shall burn like a fire, when the self-satisfied and wrongdoers shall burn like stubble, so neither branch nor root of their wickedness shall be left.’ ”"
2 Maccabees,3,11,"Then some who enquired of Yoḥanan said, “If you are not the Expected One, why do you immerse?”"
2 Maccabees,3,12,"He replied, “I teach cleansing in water as a sign of repentance for the past and rebirth into another way of life. I herald the coming of someone much greater who is now born among you. He is one whose sandal bands I am unworthy to unlace. I use water, but He will immerse men in the Ruaḥ and cleanse them with disciplinary fire. He is the bearer of a winnowing fan and will thoroughly cleanse the threshing floor, gathering the wheat into the granary and burning the useless chaff.”"
2 Maccabees,3,13,"Then one said, “No good thing ever came out of the wilderness.”"
2 Maccabees,3,14,"But Yoḥanan, overhearing him, said, “Recall the days of our forefathers, when the wandering in the BOOK OF JOHN 1573 wilderness was over, and they came to a land where there was an abundance of milk, butter and cheese, where the sheep grew fat and corn grew plentifully, where the vine flourished and all good things for the nurture and comfort of man were found."
2 Maccabees,3,15,"Then the people became weak in body, slothful, their minds turning to unclean things. They forsook the Ways of HWHY and had little respect for the teachings of the Torah. From which did they derive the most benefit - from the wilderness or from the land overflowing with good things? Pity me not for my days in the wilderness but pity yourselves who have been denied man-making experiences.”"
2 Maccabees,3,16,"Yoḥanan said, “Woe to you who have taken to the keeping of many slaves, for you, having robbed the man with a small plot of ground of his livelihood, are worse than thieves. You roll your eyes upward, saying, ‘Never would I steal a loaf of bread,’ and condemn one who steals because of his emptiness. Your stomachs are full, but your hearts are empty of goodness. Take heed of my words, for surely if any man act so he brings another to wrongdoing; even though the other be in a far distant land, he shall not be blameless in the sight of HWHY.”"
2 Maccabees,3,17,"“Hypocrites, you cast a piece of silver at the feet of a beggar sitting beside the Hĕyḵal and say, ‘I have done good,’ but how small the goodness compared with the wickedness done to those unseen! What of the disinherited ones, victims of your avarice? They have been driven from their homes and lie shivering in the coldness of the night, no roof protecting them from the night dampness. They huddle uncomfortably under rocks for shelter, aching stomachs denying them sleep. They rake the hard, hot ground with bony fingers and gnaw coarse roots with teeth loosened in their gums. Their mouths are dry, and sour and bitter unsatisfying leaves become an acceptable diet.”"
2 Maccabees,3,18,"“When they crave for the relief of bread, driven desperate by mouthwatering smells carried on the air, BOOK OF YOḤANAN 1574 and steal some small thing, they are harried by well- fed tyrants such as the slave owners among you. Take heed of this, for it is the Torah: If a hungry man steals because of the emptiness within his stomach, the crime is not with him, but with those whose hands hold the power.”"
2 Maccabees,3,19,"Those to whom Yoḥanan spoke said, “Tell us not of these things, for we have rulers. We give to the poor outside the Hĕyḵal, but if we gave to the multitude of the poor, we would only be added to their number. Tell us about the Deliverer.”"
2 Maccabees,3,20,"Yoḥanan said, “From what do you expect the Deliverer to save you?” They said, “It is written, ‘He will deliver us from the hands of our enemies.’ ”"
2 Maccabees,3,21,"Yoḥanan said, “He will perform no mean task, but will save you from the greatest of enemies. Tell me, which presents the most danger - those who lay siege to a fortress from outside, or those within its gates, cunningly biding their time with concealed weapons? Surely it is the enemy within who is most to be feared. Therefore, I declare to you, the Deliverer comes not to fight against the enemy clamoring outside, for the silent unseen foe within is most to be feared.”"
2 Maccabees,3,22,"Many shook their heads and said quietly, “This man is mad.” Then one among those who listened said, “If he tells of the ways of Elohim, surely those ways are strange.”"
2 Maccabees,3,23,"Yoḥanan, overhearing this, said, “The ant cannot understand the ways of an eagle, nor an eagle the ways of a man. How much less can man understand the ways of HWHY!”"
2 Maccabees,3,24,"One standing close to Yoḥanan said, “If a man is ruled by two sovereigns, which should he obey - the one who is close, or the one who is far distant?” Yoḥanan said, “If I answered you straightly, would you follow my advice?”"
2 Maccabees,3,25,"The man replied, “Surely, for I am perplexed and would hear your words.” Yoḥanan said, “Obey the rule of the sovereign closest to you, he who reigns in your BOOK OF JOHN 1575 heart.”"
